codigo_ocorrencia;codigo_ocorrencia1;codigo_ocorrencia2;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;total_recomendacoes
79415;79415;79415;INCIDENTE;CAMARAGIBE;PE;BRASIL;****;23/06/2020;16:00:00;0
79434;79434;79434;INCIDENTE;VITÓRIA;ES;BRASIL;****;23/06/2020;02:00:00;0
79414;79414;79414;ACIDENTE;BIRITIBA-MIRIM;SP;BRASIL;SDIH;24/06/2020;13:50:00;0
79419;79419;79419;INCIDENTE;GUARAPUAVA;PR;BRASIL;SSGG;24/06/2020;17:25:00;0
79429;79429;79429;ACIDENTE;ARAPONGAS;PR;BRASIL;SSOG;26/06/2020;19:30:00;0
79425;79425;79425;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;30/06/2020;14:25:00;0
79427;79427;79427;INCIDENTE;VITÓRIA;ES;BRASIL;SBVT;30/06/2020;15:30:00;0
79422;79422;79422;INCIDENTE;NATAL;RN;BRASIL;SBSG;01/07/2020;13:40:00;0
79432;79432;79432;ACIDENTE;RESERVA;PR;BRASIL;****;02/07/2020;18:30:00;0
79423;79423;79423;ACIDENTE;CAJATI;SP;BRASIL;****;04/07/2020;12:05:00;2
79444;79444;79444;INCIDENTE;NAVEGANTES;SC;BRASIL;SBNF;04/07/2020;11:29:00;0
79424;79424;79424;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;SBRP;05/07/2020;20:16:00;0
79430;79430;79430;ACIDENTE;RIO DE JANEIRO;RJ;BRASIL;****;06/07/2020;17:40:00;0
79428;79428;79428;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;07/07/2020;10:06:00;0
79431;79431;79431;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;07/07/2020;13:40:00;0
79437;79437;79437;ACIDENTE;SÃO PAULO;SP;BRASIL;****;08/07/2020;21:09:00;0
79436;79436;79436;ACIDENTE;GUARULHOS;SP;BRASIL;****;09/07/2020;20:30:00;0
79490;79490;79490;ACIDENTE;SÃO JOÃO DO CAIUÁ;PR;BRASIL;****;09/07/2020;18:30:00;0
79438;79438;79438;INCIDENTE GRAVE;CURRALINHO;PA;BRASIL;###!;10/07/2020;13:00:00;0
79440;79440;79440;INCIDENTE;SAPEZAL;MT;BRASIL;SJIF;10/07/2020;21:15:00;0
79439;79439;79439;INCIDENTE GRAVE;PIRACICABA;SP;BRASIL;SDPW;11/07/2020;19:50:00;0
79441;79441;79441;INCIDENTE;CURITIBA;PR;BRASIL;SBBI;12/07/2020;16:14:00;0
79445;79445;79445;ACIDENTE;ALTA FLORESTA D'OESTE;RO;BRASIL;****;16/07/2020;18:30:00;0
79446;79446;79446;ACIDENTE;ÁLVARES MACHADO;SP;BRASIL;SDEM;16/07/2020;13:30:00;0
79447;79447;79447;ACIDENTE;NÃO IDENTIFICADA;RO;BRASIL;****;19/07/2020;13:30:00;0
79448;79448;79448;INCIDENTE;CHAPADÃO DO SUL;MS;BRASIL;SDRV;20/07/2020;16:30:00;0
79451;79451;79451;ACIDENTE;IBIÚNA;SP;BRASIL;****;20/07/2020;18:00:00;0
79449;79449;79449;ACIDENTE;PATROCÍNIO;MG;BRASIL;****;21/07/2020;00:00:00;0
79450;79450;79450;INCIDENTE;MANAUS;AM;BRASIL;SWFN;21/07/2020;20:00:00;0
79453;79453;79453;INCIDENTE;VITÓRIA;ES;BRASIL;SBVT;21/07/2020;19:50:00;0
79727;79727;79727;INCIDENTE;CAMPINAS;SP;BRASIL;SDAM;21/07/2020;19:00:00;0
79458;79458;79458;ACIDENTE;SÃO JOÃO DEL REI;MG;BRASIL;****;22/07/2020;10:56:00;0
79455;79455;79455;ACIDENTE;ITAMARATI;AM;BRASIL;****;23/07/2020;17:30:00;0
79457;79457;79457;ACIDENTE;GUABIRUBA;SC;BRASIL;****;25/07/2020;13:30:00;0
79498;79498;79498;INCIDENTE GRAVE;PICOS;PI;BRASIL;SNPC;25/07/2020;18:50:00;0
79471;79471;79471;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;26/07/2020;13:00:00;0
79460;79460;79460;ACIDENTE;BRASÍLIA;DF;BRASIL;****;30/07/2020;13:35:00;0
79470;79470;79470;INCIDENTE;SANTARÉM;PA;BRASIL;SBSN;30/07/2020;17:13:00;0
79461;79461;79461;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;****;31/07/2020;14:02:00;0
79468;79468;79468;INCIDENTE;BELÉM;PA;BRASIL;****;31/07/2020;12:20:00;0
79465;79465;79465;INCIDENTE GRAVE;CURITIBA;PR;BRASIL;SBBI;02/08/2020;20:30:00;0
79466;79466;79466;INCIDENTE GRAVE;BAURU;SP;BRASIL;SBBU;03/08/2020;18:20:00;0
79467;79467;79467;INCIDENTE GRAVE;SALVADOR;BA;BRASIL;SBSV;03/08/2020;20:10:00;0
79477;79477;79477;INCIDENTE;CONFINS;MG;BRASIL;SBCF;03/08/2020;02:13:00;0
79469;79469;79469;INCIDENTE;PORTO VELHO;RO;BRASIL;SBPV;04/08/2020;01:57:00;0
79474;79474;79474;INCIDENTE GRAVE;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;SBSR;06/08/2020;20:55:00;0
79478;79478;79478;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;06/08/2020;09:25:00;0
79484;79484;79484;ACIDENTE;GURUPI;TO;BRASIL;SWGI;08/08/2020;13:20:00;0
79475;79475;79475;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;****;09/08/2020;12:10:00;0
79486;79486;79486;ACIDENTE;SINOP;MT;BRASIL;*****;09/08/2020;12:00:00;0
79479;79479;79479;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;10/08/2020;21:00:00;0
79487;79487;79487;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBPR;11/08/2020;15:30:00;0
79481;79481;79481;INCIDENTE;BELÉM;PA;BRASIL;SBBE;12/08/2020;14:19:00;0
79482;79482;79482;INCIDENTE;SÃO PAULO;SP;BRASIL;SBGR;12/08/2020;14:20:00;0
79485;79485;79485;INCIDENTE;MACAPÁ;AP;BRASIL;SBMQ;12/08/2020;16:33:00;0
79483;79483;79483;INCIDENTE GRAVE;JUNDIAÍ;SP;BRASIL;SBJD;13/08/2020;11:50:00;0
79491;79491;79491;INCIDENTE GRAVE;ANÁPOLIS;GO;BRASIL;SWNS;13/08/2020;13:00:00;0
79488;79488;79488;INCIDENTE GRAVE;ITIRAPINA;SP;BRASIL;SDJA;15/08/2020;23:40:00;0
79489;79489;79489;INCIDENTE GRAVE;SANTA CRUZ DO SUL;RS;BRASIL;SSSC;15/08/2020;13:23:00;0
79492;79492;79492;INCIDENTE;PRIMAVERA DO LESTE;MT;BRASIL;SWPY;15/08/2020;20:00:00;0
79496;79496;79496;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;15/08/2020;19:00:00;0
79522;79522;79522;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;17/08/2020;16:25:00;0
79493;79493;79493;ACIDENTE;UNAÍ;MG;BRASIL;****;18/08/2020;20:20:00;0
79497;79497;79497;ACIDENTE;SÃO DESIDÉRIO;BA;BRASIL;****;20/08/2020;18:20:00;2
79499;79499;79499;INCIDENTE;RECIFE;PE;BRASIL;SBRF;20/08/2020;04:10:00;0
79495;79495;79495;ACIDENTE;MACAPÁ;AP;BRASIL;****;21/08/2020;20:15:00;0
79500;79500;79500;INCIDENTE;CURITIBA;PR;BRASIL;SBBI;22/08/2020;17:15:00;0
79514;79514;79514;INCIDENTE;SÃO PAULO;SP;BRASIL;SBGR;23/08/2020;13:35:00;0
79502;79502;79502;ACIDENTE;NOBRES;MT;BRASIL;****;24/08/2020;15:30:00;0
79507;79507;79507;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;24/08/2020;13:15:00;0
79501;79501;79501;INCIDENTE;CURITIBA;PR;BRASIL;SBBI;25/08/2020;18:52:00;0
79508;79508;79508;INCIDENTE;BOA VISTA;RR;BRASIL;SBBV;25/08/2020;21:10:00;0
79504;79504;79504;ACIDENTE;SÃO PAULO;SP;BRASIL;SBMT;26/08/2020;13:10:00;0
79505;79505;79505;ACIDENTE;GUARATINGUETÁ;SP;BRASIL;SBGW;26/08/2020;17:10:00;0
79521;79521;79521;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;26/08/2020;22:47:00;0
79512;79512;79512;INCIDENTE GRAVE;ARAQUARI;SC;BRASIL;SWON;27/08/2020;11:30:00;0
79509;79509;79509;INCIDENTE;AMERICANA;SP;BRASIL;SDAI;28/08/2020;11:10:00;0
79510;79510;79510;ACIDENTE;TERESINA;PI;BRASIL;****;28/08/2020;16:15:00;0
79511;79511;79511;INCIDENTE;DIAMANTINA;MG;BRASIL;SNDT;29/08/2020;20:39:00;0
79516;79516;79516;INCIDENTE;CURITIBA;PR;BRASIL;SBBI;30/08/2020;16:42:00;0
79515;79515;79515;INCIDENTE;ARIPUANÃ;MT;BRASIL;*****;31/08/2020;15:30:00;0
79529;79529;79529;INCIDENTE;PARÁ DE MINAS;MG;BRASIL;SNPA;31/08/2020;18:00:00;0
79517;79517;79517;INCIDENTE;PARÁ DE MINAS;MG;BRASIL;SNPA;01/09/2020;18:36:00;0
79518;79518;79518;ACIDENTE;CACOAL;RO;BRASIL;****;01/09/2020;15:00:00;0
79519;79519;79519;INCIDENTE GRAVE;RIBAS DO RIO PARDO;MS;BRASIL;****;02/09/2020;17:00:00;0
79527;79527;79527;INCIDENTE;MACEIÓ;AL;BRASIL;SBMO;02/09/2020;19:30:00;0
79520;79520;79520;ACIDENTE;CAMPO GRANDE;MS;BRASIL;SSKG;03/09/2020;10:30:00;0
79528;79528;79528;INCIDENTE;MANAUS;AM;BRASIL;SBEG;03/09/2020;11:29:00;0
79525;79525;79525;INCIDENTE;VÁRZEA GRANDE;MT;BRASIL;SBCY;04/09/2020;23:10:00;0
79531;79531;79531;INCIDENTE;BOITUVA;SP;BRASIL;SDOI;06/09/2020;18:00:00;0
79524;79524;79524;ACIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;07/09/2020;21:26:00;0
79534;79534;79534;INCIDENTE;RECIFE;PE;BRASIL;SBRF;08/09/2020;23:12:00;0
79536;79536;79536;ACIDENTE;SANTA ROSA;RS;BRASIL;SSZR;08/09/2020;21:00:00;2
79546;79546;79546;INCIDENTE;CURITIBA;PR;BRASIL;SBBI;09/09/2020;16:20:00;0
79532;79532;79532;INCIDENTE;CUIABÁ;MT;BRASIL;SBCY;10/09/2020;12:53:00;0
79539;79539;79539;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;10/09/2020;23:40:00;0
79541;79541;79541;ACIDENTE;BAURU;SP;BRASIL;****;11/09/2020;13:30:00;0
79544;79544;79544;ACIDENTE;JUTI;MS;BRASIL;****;11/09/2020;00:00:00;0
79545;79545;79545;INCIDENTE;BALNEÁRIO CAMBORIÚ;SC;BRASIL;****;11/09/2020;18:05:00;0
79540;79540;79540;INCIDENTE GRAVE;SÃO PAULO;SP;BRASIL;****;12/09/2020;13:10:00;0
79542;79542;79542;ACIDENTE;TAPIRATIBA;SP;BRASIL;*****;12/09/2020;23:00:00;0
79550;79550;79550;INCIDENTE GRAVE;MARINGÁ;PR;BRASIL;SBMG;12/09/2020;14:20:00;0
79537;79537;79537;INCIDENTE GRAVE;ANGRA DOS REIS;RJ;BRASIL;SDAG;13/09/2020;16:45:00;0
79538;79538;79538;INCIDENTE;MACAÉ;RJ;BRASIL;9PSD;13/09/2020;14:40:00;0
79556;79556;79556;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;13/09/2020;23:10:00;0
79564;79564;79564;INCIDENTE GRAVE;ARAPIRACA;AL;BRASIL;SNAL;13/09/2020;16:40:00;0
79543;79543;79543;ACIDENTE;ANAPU;PA;BRASIL;###!;14/09/2020;20:00:00;0
79547;79547;79547;ACIDENTE;CRIXÁS;GO;BRASIL;****;16/09/2020;14:40:00;0
79548;79548;79548;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;16/09/2020;17:45:00;0
79563;79563;79563;ACIDENTE;COLOMBO;PR;BRASIL;****;18/09/2020;21:39:00;0
79552;79552;79552;INCIDENTE;TERESÓPOLIS;RJ;BRASIL;****;19/09/2020;15:05:00;0
79554;79554;79554;INCIDENTE;SOROCABA;SP;BRASIL;SDCO;19/09/2020;14:20:00;0
79559;79559;79559;ACIDENTE;BRUSQUE;SC;BRASIL;*****;19/09/2020;19:56:00;0
79555;79555;79555;ACIDENTE;FORMOSA;GO;BRASIL;SWFR;20/09/2020;18:44:00;0
79591;79591;79591;INCIDENTE;MANAUS;AM;BRASIL;SBEG;20/09/2020;18:50:00;0
79565;79565;79565;ACIDENTE;NOVO PROGRESSO;PA;BRASIL;****;23/09/2020;18:30:00;1
79587;79587;79587;INCIDENTE;CONFINS;MG;BRASIL;SBCF;25/09/2020;11:00:00;0
79586;79586;79586;INCIDENTE;TEFÉ;AM;BRASIL;SBTF;26/09/2020;15:56:00;0
79566;79566;79566;INCIDENTE GRAVE;REGENTE FEIJÓ;SP;BRASIL;SDYJ;27/09/2020;19:33:00;0
79571;79571;79571;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;27/09/2020;22:39:00;0
79570;79570;79570;INCIDENTE;LINS;SP;BRASIL;****;29/09/2020;18:30:00;0
79572;79572;79572;ACIDENTE;SANTA TEREZINHA;MT;BRASIL;****;29/09/2020;19:15:00;0
79573;79573;79573;INCIDENTE;PIRAJUÍ;SP;BRASIL;****;29/09/2020;18:30:00;0
79568;79568;79568;ACIDENTE;CAMAPUÃ;MS;BRASIL;****;30/09/2020;10:50:00;0
79569;79569;79569;INCIDENTE;LONDRINA;PR;BRASIL;SSOK;30/09/2020;13:15:00;0
79589;79589;79589;INCIDENTE GRAVE;FORTALEZA;CE;BRASIL;SBFZ;30/09/2020;17:26:00;0
79575;79575;79575;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;01/10/2020;20:05:00;0
79580;79580;79580;ACIDENTE;BRAGANÇA PAULISTA;SP;BRASIL;SBBP;01/10/2020;20:08:00;0
79574;79574;79574;ACIDENTE;NOVA ANDRADINA;MS;BRASIL;****;02/10/2020;09:20:00;0
79577;79577;79577;INCIDENTE;CRUZ;CE;BRASIL;*****;02/10/2020;16:18:00;0
79584;79584;79584;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;02/10/2020;19:02:00;0
79588;79588;79588;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;02/10/2020;10:50:00;0
79582;79582;79582;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;03/10/2020;16:35:00;0
79608;79608;79608;ACIDENTE;PARAGOMINAS;PA;BRASIL;****;04/10/2020;12:00:00;0
79585;79585;79585;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;06/10/2020;15:25:00;0
80006;80006;80006;ACIDENTE;TRINDADE;GO;BRASIL;****;06/10/2020;18:00:00;0
79592;79592;79592;INCIDENTE;ARAÇATUBA;SP;BRASIL;SBAU;07/10/2020;15:30:00;0
79595;79595;79595;ACIDENTE;PIRAQUARA;PR;BRASIL;SISY;07/10/2020;14:55:00;0
79599;79599;79599;ACIDENTE;CORUMBÁ;MS;BRASIL;****;08/10/2020;16:00:00;0
79600;79600;79600;ACIDENTE;POCONÉ;MT;BRASIL;****;10/10/2020;13:30:00;0
79598;79598;79598;ACIDENTE;ROSANA;SP;BRASIL;****;11/10/2020;11:20:00;0
79609;79609;79609;INCIDENTE GRAVE;CUIABÁ;MT;BRASIL;****;13/10/2020;18:45:00;0
79601;79601;79601;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;SBSJ;14/10/2020;12:06:00;0
79728;79728;79728;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;****;14/10/2020;13:59:00;0
79605;79605;79605;ACIDENTE;PRIMAVERA DO LESTE;MT;BRASIL;SWPY;15/10/2020;15:40:00;0
79621;79621;79621;ACIDENTE;RIO CLARO;RJ;BRASIL;****;15/10/2020;11:00:00;0
79606;79606;79606;INCIDENTE;MACAPÁ;AP;BRASIL;SBMQ;16/10/2020;17:45:00;0
79618;79618;79618;INCIDENTE;CANTÁ;RR;BRASIL;SWPD;16/10/2020;17:30:00;0
79619;79619;79619;ACIDENTE;FEIJÓ;AC;BRASIL;****;16/10/2020;20:00:00;1
79620;79620;79620;ACIDENTE;URUGUAIANA;RS;BRASIL;****;16/10/2020;14:30:00;0
79607;79607;79607;ACIDENTE;RAPOSA;MA;BRASIL;****;17/10/2020;12:30:00;0
79617;79617;79617;INCIDENTE;LÁBREA;AM;BRASIL;SWLB;19/10/2020;12:39:00;0
79624;79624;79624;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;19/10/2020;19:00:00;0
79625;79625;79625;INCIDENTE GRAVE;CASCAVEL;PR;BRASIL;SBCA;19/10/2020;20:35:00;0
79623;79623;79623;INCIDENTE GRAVE;CARAZINHO;RS;BRASIL;SSKZ;21/10/2020;14:40:00;0
79626;79626;79626;INCIDENTE;MARINGÁ;PR;BRASIL;SBMG;21/10/2020;13:47:00;0
79632;79632;79632;INCIDENTE;TABATINGA;AM;BRASIL;SBTT;22/10/2020;19:54:00;0
79627;79627;79627;ACIDENTE;BIRITIBA-MIRIM;SP;BRASIL;SDIH;24/10/2020;18:49:00;0
79634;79634;79634;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;BRASIL;****;26/10/2020;15:57:00;0
79637;79637;79637;INCIDENTE;JOINVILLE;SC;BRASIL;SBJV;26/10/2020;16:44:00;0
79639;79639;79639;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;SBRP;28/10/2020;16:15:00;0
79645;79645;79645;ACIDENTE;ALTO ALEGRE;RR;BRASIL;****;28/10/2020;12:25:00;0
79636;79636;79636;ACIDENTE;PALMAS;TO;BRASIL;****;29/10/2020;20:00:00;0
79644;79644;79644;INCIDENTE;BELÉM;PA;BRASIL;SBJC;29/10/2020;19:28:00;0
79640;79640;79640;ACIDENTE;IGARATINGA;MG;BRASIL;SSDK;30/10/2020;20:50:00;0
79641;79641;79641;INCIDENTE GRAVE;CAUCAIA;CE;BRASIL;****;30/10/2020;15:45:00;0
79646;79646;79646;INCIDENTE;BELÉM;PA;BRASIL;SBBE;30/10/2020;12:17:00;0
79651;79651;79651;ACIDENTE;BRASÍLIA;DF;BRASIL;SSGP;30/10/2020;14:00:00;0
79647;79647;79647;INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;01/11/2020;18:20:00;0
79648;79648;79648;INCIDENTE;PORTO SEGURO;BA;BRASIL;SBPS;04/11/2020;16:18:00;0
79649;79649;79649;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;04/11/2020;22:39:00;0
79650;79650;79650;INCIDENTE;TAPES;RS;BRASIL;****;05/11/2020;16:30:00;0
79652;79652;79652;INCIDENTE;CONFINS;MG;BRASIL;SBCF;06/11/2020;14:20:00;0
79663;79663;79663;INCIDENTE GRAVE;ANANINDEUA;PA;BRASIL;SBBE;06/11/2020;14:57:00;0
79675;79675;79675;INCIDENTE;SÃO FRANCISCO DO SUL;SC;BRASIL;****;06/11/2020;14:30:00;0
79664;79664;79664;INCIDENTE;BOITUVA;SP;BRASIL;****;07/11/2020;09:39:00;0
79874;79874;79874;ACIDENTE;ARAPONGAS;PR;BRASIL;****;08/11/2020;21:00:00;0
79667;79667;79667;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;11/11/2020;01:20:00;0
79681;79681;79681;INCIDENTE;BOM RETIRO;SC;BRASIL;****;11/11/2020;17:00:00;0
79666;79666;79666;INCIDENTE;BELÉM;PA;BRASIL;SBBE;12/11/2020;19:30:00;0
79674;79674;79674;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;13/11/2020;06:39:00;0
79668;79668;79668;INCIDENTE;SÃO LUÍS;MA;BRASIL;SBSL;14/11/2020;12:12:00;0
79669;79669;79669;ACIDENTE;SÃO PEDRO;SP;BRASIL;****;14/11/2020;14:20:00;0
79670;79670;79670;INCIDENTE;PORTO SEGURO;BA;BRASIL;SBPS;14/11/2020;23:16:00;0
79671;79671;79671;ACIDENTE;SÃO MIGUEL DO IGUAÇU;PR;BRASIL;****;14/11/2020;12:40:00;0
79673;79673;79673;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;15/11/2020;22:52:00;0
79680;79680;79680;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;15/11/2020;01:40:00;0
79672;79672;79672;INCIDENTE;IGARASSU;PE;BRASIL;SIFC;16/11/2020;10:50:00;0
79678;79678;79678;ACIDENTE;VILA BELA DA SANTÍSSIMA TRINDADE;MT;BRASIL;****;16/11/2020;14:15:00;0
79683;79683;79683;INCIDENTE;CRUZEIRO DO SUL;AC;BRASIL;SBCZ;16/11/2020;22:00:00;0
79679;79679;79679;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;17/11/2020;16:00:00;0
79684;79684;79684;INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;17/11/2020;20:18:00;0
79730;79730;79730;INCIDENTE;SÃO PAULO;SP;BRASIL;****;17/11/2020;16:00:00;0
79685;79685;79685;ACIDENTE;IPIXUNA DO PARÁ;PA;BRASIL;*****;19/11/2020;15:00:00;0
79687;79687;79687;INCIDENTE;ALTAMIRA;PA;BRASIL;SBIH;19/11/2020;17:26:00;0
79700;79700;79700;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;20/11/2020;00:15:00;0
79689;79689;79689;INCIDENTE;QUERÊNCIA;MT;BRASIL;*****;23/11/2020;16:30:00;0
79698;79698;79698;INCIDENTE;MACEIÓ;AL;BRASIL;SBMO;23/11/2020;10:35:00;0
79706;79706;79706;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBPR;23/11/2020;14:00:00;0
79690;79690;79690;INCIDENTE GRAVE;PORTO NACIONAL;TO;BRASIL;SWEJ;24/11/2020;20:00:00;0
79709;79709;79709;INCIDENTE;MANAUS;AM;BRASIL;SBEG;24/11/2020;01:00:00;0
79688;79688;79688;INCIDENTE;TRÊS MARIAS;MG;BRASIL;SNAS;25/11/2020;15:40:00;0
79704;79704;79704;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;25/11/2020;13:07:00;0
79691;79691;79691;INCIDENTE GRAVE;BELO HORIZONTE;MG;BRASIL;SBBH;26/11/2020;20:10:00;0
79694;79694;79694;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;26/11/2020;10:28:00;0
79692;79692;79692;ACIDENTE;CATANDUVA;SP;BRASIL;SDCD;28/11/2020;12:50:00;1
79703;79703;79703;INCIDENTE;JOÃO PESSOA;PB;BRASIL;SBJP;28/11/2020;16:00:00;0
79696;79696;79696;INCIDENTE GRAVE;QUIRINÓPOLIS;GO;BRASIL;****;29/11/2020;10:00:00;0
79697;79697;79697;ACIDENTE;POCONÉ;MT;BRASIL;****;30/11/2020;18:00:00;0
79699;79699;79699;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;30/11/2020;17:00:00;0
79750;79750;79750;INCIDENTE;GOIÂNIA;GO;BRASIL;SBNV;01/12/2020;11:30:00;0
79701;79701;79701;ACIDENTE;QUATRO BARRAS;PR;BRASIL;****;02/12/2020;16:35:00;0
79702;79702;79702;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;02/12/2020;16:30:00;0
79739;79739;79739;INCIDENTE GRAVE;SÃO PAULO;SP;BRASIL;SBSP;03/12/2020;14:42:00;0
79705;79705;79705;INCIDENTE GRAVE;SOROCABA;SP;BRASIL;SDCO;04/12/2020;15:30:00;0
79707;79707;79707;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;05/12/2020;12:25:00;0
79712;79712;79712;INCIDENTE GRAVE;BOM JESUS;PI;BRASIL;****;06/12/2020;11:00:00;0
79713;79713;79713;ACIDENTE;SANTA VITÓRIA DO PALMAR;RS;BRASIL;****;06/12/2020;13:30:00;3
79711;79711;79711;INCIDENTE;PORTO VELHO;RO;BRASIL;SBPV;08/12/2020;04:23:00;0
79714;79714;79714;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;9PAA;08/12/2020;14:50:00;0
79717;79717;79717;ACIDENTE;NÃO IDENTIFICADA;MT;BRASIL;****;08/12/2020;17:00:00;0
79725;79725;79725;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;08/12/2020;18:55:00;0
79716;79716;79716;INCIDENTE GRAVE;NÃO IDENTIFICADA;MS;BRASIL;****;09/12/2020;19:50:00;0
79720;79720;79720;ACIDENTE;SANT'ANA DO LIVRAMENTO;RS;BRASIL;****;09/12/2020;21:30:00;0
79718;79718;79718;INCIDENTE GRAVE;SÃO PAULO;SP;BRASIL;SBMT;11/12/2020;13:50:00;0
79724;79724;79724;ACIDENTE;ANGRA DOS REIS;RJ;BRASIL;****;11/12/2020;21:15:00;0
79719;79719;79719;ACIDENTE;RIO BRILHANTE;MS;BRASIL;****;12/12/2020;18:00:00;0
79722;79722;79722;INCIDENTE GRAVE;PERDIZES;MG;BRASIL;****;12/12/2020;17:22:00;0
79723;79723;79723;ACIDENTE;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;SSUL;13/12/2020;16:15:00;0
79726;79726;79726;INCIDENTE GRAVE;BELO HORIZONTE;MG;BRASIL;SBPR;13/12/2020;13:41:00;0
79729;79729;79729;ACIDENTE;TAILÂNDIA;PA;BRASIL;****;15/12/2020;20:00:00;0
79738;79738;79738;INCIDENTE;ITUMBIARA;GO;BRASIL;*****;16/12/2020;20:30:00;0
79737;79737;79737;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;17/12/2020;17:13:00;0
79740;79740;79740;INCIDENTE;RIO LARGO;AL;BRASIL;SBMO;17/12/2020;14:26:00;0
79741;79741;79741;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;18/12/2020;22:57:00;0
79742;79742;79742;ACIDENTE;SANTA HELENA DE GOIÁS;GO;BRASIL;****;18/12/2020;14:00:00;0
79743;79743;79743;ACIDENTE;GOIATUBA;GO;BRASIL;****;18/12/2020;13:00:00;0
79744;79744;79744;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBCF;18/12/2020;02:34:00;0
79752;79752;79752;INCIDENTE;SALVADOR;BA;BRASIL;****;19/12/2020;15:30:00;0
79785;79785;79785;INCIDENTE;MANAUS;AM;BRASIL;SBEG;19/12/2020;12:37:00;0
79746;79746;79746;INCIDENTE;MANAUS;AM;BRASIL;SWFN;20/12/2020;20:40:00;0
79745;79745;79745;INCIDENTE;MARABÁ;PA;BRASIL;SBMA;21/12/2020;08:47:00;0
79759;79759;79759;INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;21/12/2020;23:14:00;0
79766;79766;79766;INCIDENTE GRAVE;JUIZ DE FORA;MG;BRASIL;SBJF;21/12/2020;16:20:00;0
79799;79799;79799;INCIDENTE;MUITOS CAPÕES;RS;BRASIL;****;21/12/2020;13:30:00;0
79776;79776;79776;ACIDENTE;UBERLÂNDIA;MG;BRASIL;SBUL;22/12/2020;21:21:00;0
79748;79748;79748;ACIDENTE;SANTANA DO LIVRAMENTO;RS;BRASIL;####;23/12/2020;13:30:00;0
79787;79787;79787;INCIDENTE;FORTALEZA;CE;BRASIL;SBFZ;23/12/2020;18:30:00;0
79749;79749;79749;ACIDENTE;MARITUBA;PA;BRASIL;****;26/12/2020;12:05:00;0
79751;79751;79751;ACIDENTE;PRESIDENTE CASTELO BRANCO;PR;BRASIL;SSXO;27/12/2020;12:30:00;0
