codigo_ocorrencia;codigo_ocorrencia1;codigo_ocorrencia2;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;total_recomendacoes
45849;45849;45849;INCIDENTE;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;SBSR;16/05/2012;11:00:00;0
45856;45856;45856;INCIDENTE GRAVE;PRESIDENTE FIGUEIREDO;AM;BRASIL;****;16/05/2012;19:30:00;0
45892;45892;45892;INCIDENTE;CONFINS;MG;BRASIL;SBCF;16/05/2012;17:50:00;0
45894;45894;45894;ACIDENTE;AFUÁ;PA;BRASIL;****;16/05/2012;12:10:00;0
45854;45854;45854;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;17/05/2012;19:40:00;0
45895;45895;45895;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;17/05/2012;09:55:00;0
45857;45857;45857;ACIDENTE;SÃO PAULO;SP;BRASIL;SBMT;18/05/2012;10:17:00;1
45862;45862;45862;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;****;18/05/2012;17:56:00;0
45865;45865;45865;INCIDENTE;ITÁPOLIS;SP;BRASIL;****;18/05/2012;19:45:00;0
45867;45867;45867;INCIDENTE GRAVE;SÃO PAULO;SP;BRASIL;****;18/05/2012;15:00:00;0
45859;45859;45859;INCIDENTE GRAVE;AMARGOSA;BA;BRASIL;SNAZ;19/05/2012;13:40:00;2
45861;45861;45861;INCIDENTE;PARNAMIRIM;RN;BRASIL;SBNT;19/05/2012;10:40:00;0
45944;45944;45944;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;19/05/2012;10:28:00;0
45866;45866;45866;ACIDENTE;DRACENA;SP;BRASIL;****;20/05/2012;19:35:00;1
45890;45890;45890;ACIDENTE;IMBITUBA;SC;BRASIL;****;20/05/2012;17:40:00;0
45903;45903;45903;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;20/05/2012;21:17:00;0
45889;45889;45889;INCIDENTE;BOTUCATU;SP;BRASIL;SDBK;22/05/2012;13:30:00;0
52059;52059;52059;INCIDENTE;RECIFE;PE;BRASIL;SBRF;22/05/2012;13:07:00;0
45891;45891;45891;INCIDENTE GRAVE;TOLEDO;PR;BRASIL;SBTD;23/05/2012;11:35:00;0
45915;45915;45915;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;23/05/2012;14:30:00;0
46049;46049;46049;INCIDENTE GRAVE;ITAPIRANGA;AM;BRASIL;****;23/05/2012;20:20:00;1
45860;45860;45860;INCIDENTE;RIO BRANCO;AC;BRASIL;SBRB;24/05/2012;03:10:00;0
45887;45887;45887;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;24/05/2012;19:23:00;0
45913;45913;45913;ACIDENTE;ALCÂNTARA;MA;BRASIL;****;25/05/2012;20:45:00;0
45916;45916;45916;INCIDENTE;RECIFE;PE;BRASIL;SBRF;25/05/2012;18:00:00;0
45941;45941;45941;INCIDENTE GRAVE;SALTO DE PIRAPORA;SP;BRASIL;SDBN;25/05/2012;20:15:00;0
46701;46701;46701;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;25/05/2012;15:40:00;0
52240;52240;52240;INCIDENTE GRAVE;CASCAVEL;PR;BRASIL;SBCA;25/05/2012;20:45:00;0
45927;45927;45927;ACIDENTE;TATUÍ;SP;BRASIL;SDTF;26/05/2012;12:30:00;0
45929;45929;45929;ACIDENTE;BELO HORIZONTE;MG;BRASIL;SBPR;26/05/2012;11:00:00;0
45950;45950;45950;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;26/05/2012;19:30:00;0
45928;45928;45928;ACIDENTE;DELTA;MG;BRASIL;****;27/05/2012;14:00:00;0
45902;45902;45902;ACIDENTE;PONTA GROSSA;PR;BRASIL;SSZW;28/05/2012;20:25:00;0
45939;45939;45939;ACIDENTE;UMUARAMA;PR;BRASIL;****;30/05/2012;19:00:00;0
45904;45904;45904;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;31/05/2012;00:03:00;0
45898;45898;45898;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;01/06/2012;16:54:00;0
45901;45901;45901;ACIDENTE;BELÉM;PA;BRASIL;SBJC;01/06/2012;15:08:00;0
45900;45900;45900;ACIDENTE;SÃO PAULO;SP;BRASIL;SBMT;02/06/2012;12:29:00;1
45897;45897;45897;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;03/06/2012;20:28:00;0
45899;45899;45899;ACIDENTE;RIO CLARO;SP;BRASIL;SDRK;03/06/2012;19:40:00;0
45918;45918;45918;INCIDENTE;ILHÉUS;BA;BRASIL;SBIL;05/06/2012;18:34:00;0
45933;45933;45933;ACIDENTE;BARÃO DE MELGAÇO;MT;BRASIL;****;05/06/2012;20:30:00;0
45914;45914;45914;ACIDENTE;MACAÉ;RJ;BRASIL;SBME;06/06/2012;21:35:00;0
45932;45932;45932;INCIDENTE GRAVE;GOIÂNIA;GO;BRASIL;SBGO;06/06/2012;14:05:00;1
45943;45943;45943;INCIDENTE;VITÓRIA;ES;BRASIL;SBVT;07/06/2012;12:00:00;0
45980;45980;45980;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;07/06/2012;18:24:00;0
46117;46117;46117;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;08/06/2012;20:55:00;0
45917;45917;45917;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;11/06/2012;19:30:00;0
45946;45946;45946;INCIDENTE;CABO FRIO;RJ;BRASIL;SBCB;11/06/2012;14:50:00;0
45931;45931;45931;INCIDENTE GRAVE;BELO HORIZONTE;MG;BRASIL;SBPR;12/06/2012;18:40:00;0
45936;45936;45936;ACIDENTE;SINOP;MT;BRASIL;****;13/06/2012;11:50:00;0
45945;45945;45945;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;13/06/2012;21:00:00;0
45981;45981;45981;INCIDENTE;VÁRZEA GRANDE;MT;BRASIL;SBCY;13/06/2012;10:51:00;0
45989;45989;45989;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;13/06/2012;23:00:00;0
45934;45934;45934;ACIDENTE;PAÇO DO LUMIAR;MA;BRASIL;SJHR;14/06/2012;19:40:00;2
45982;45982;45982;INCIDENTE;BELÉM;PA;BRASIL;SBBE;15/06/2012;00:06:00;0
45964;45964;45964;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;16/06/2012;13:15:00;0
46180;46180;46180;ACIDENTE;AURIFLAMA;SP;BRASIL;****;16/06/2012;19:30:00;0
46032;46032;46032;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;17/06/2012;13:36:00;0
45983;45983;45983;INCIDENTE;BELO HORIZONTE;MG;BRASIL;****;18/06/2012;09:16:00;0
45942;45942;45942;INCIDENTE;ARARAS;SP;BRASIL;SDAA;19/06/2012;13:40:00;0
45972;45972;45972;INCIDENTE;CURITIBA;PR;BRASIL;SBBI;19/06/2012;15:00:00;0
46116;46116;46116;INCIDENTE;VARGINHA;MG;BRASIL;****;19/06/2012;19:54:00;0
45935;45935;45935;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;20/06/2012;09:10:00;0
45938;45938;45938;ACIDENTE;ALTO HORIZONTE;GO;BRASIL;****;20/06/2012;16:15:00;0
45947;45947;45947;INCIDENTE;VITÓRIA;ES;BRASIL;****;20/06/2012;14:30:00;0
45951;45951;45951;INCIDENTE;VITÓRIA;ES;BRASIL;SBVT;21/06/2012;15:00:00;0
45952;45952;45952;INCIDENTE;COARI;AM;BRASIL;****;21/06/2012;12:15:00;0
45985;45985;45985;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;21/06/2012;13:55:00;0
45937;45937;45937;ACIDENTE;CANARANA;MT;BRASIL;SWEK;22/06/2012;14:00:00;0
45959;45959;45959;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;22/06/2012;14:32:00;0
45973;45973;45973;INCIDENTE;MANAUS;AM;BRASIL;SBEG;22/06/2012;14:30:00;0
46022;46022;46022;INCIDENTE;MOGI DAS CRUZES;SP;BRASIL;****;22/06/2012;20:20:00;0
46026;46026;46026;INCIDENTE GRAVE;BRASÍLIA;DF;BRASIL;SIQE;22/06/2012;12:30:00;1
46106;46106;46106;INCIDENTE;VITÓRIA;ES;BRASIL;SBVT;22/06/2012;12:28:00;0
45960;45960;45960;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;23/06/2012;19:01:00;0
46158;46158;46158;INCIDENTE;BELÉM;PA;BRASIL;SBJC;23/06/2012;11:50:00;0
45949;45949;45949;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;SBSJ;24/06/2012;11:40:00;0
45948;45948;45948;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;25/06/2012;15:18:00;0
46197;46197;46197;INCIDENTE;OSÓRIO;RS;BRASIL;SSOS;26/06/2012;17:00:00;0
46029;46029;46029;INCIDENTE;COARI;AM;BRASIL;****;28/06/2012;12:00:00;0
46019;46019;46019;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;29/06/2012;01:35:00;0
46038;46038;46038;ACIDENTE;BAURU;SP;BRASIL;SBBU;29/06/2012;17:50:00;0
46036;46036;46036;INCIDENTE;BELÉM;PA;BRASIL;SBJC;30/06/2012;15:51:00;0
46043;46043;46043;INCIDENTE GRAVE;MARICÁ;RJ;BRASIL;SDMC;30/06/2012;14:05:00;0
46045;46045;46045;ACIDENTE;PRATA;MG;BRASIL;****;30/06/2012;23:00:00;0
46096;46096;46096;INCIDENTE;FOZ DO IGUAÇU;PR;BRASIL;SBFI;30/06/2012;13:52:00;0
46155;46155;46155;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;****;30/06/2012;15:40:00;0
46024;46024;46024;INCIDENTE GRAVE;CURITIBA;PR;BRASIL;SBBI;01/07/2012;11:05:00;0
46046;46046;46046;INCIDENTE;MARINGÁ;PR;BRASIL;SBMG;01/07/2012;12:30:00;0
46042;46042;46042;INCIDENTE GRAVE;ARACATU;BA;BRASIL;****;02/07/2012;10:45:00;3
46073;46073;46073;INCIDENTE;GUARULHOS;SP;BRASIL;****;03/07/2012;02:55:00;0
46110;46110;46110;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;03/07/2012;09:01:00;0
46156;46156;46156;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;03/07/2012;11:55:00;0
46095;46095;46095;ACIDENTE;NOVA UBIRATÃ;MT;BRASIL;****;04/07/2012;14:35:00;0
46093;46093;46093;ACIDENTE;ESPINOSA;MG;BRASIL;****;06/07/2012;13:50:00;2
46157;46157;46157;INCIDENTE;PORTO ALEGRE;RS;BRASIL;****;06/07/2012;13:11:00;0
46161;46161;46161;INCIDENTE;GUARULHOS;SP;BRASIL;****;06/07/2012;09:30:00;0
46094;46094;46094;ACIDENTE;ALTO GARÇAS;MT;BRASIL;****;07/07/2012;14:30:00;0
46178;46178;46178;ACIDENTE;GENERAL CARNEIRO;MT;BRASIL;****;07/07/2012;09:20:00;0
46092;46092;46092;ACIDENTE;BOITUVA;SP;BRASIL;****;09/07/2012;17:00:00;7
46105;46105;46105;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;09/07/2012;22:55:00;0
46196;46196;46196;INCIDENTE;OSÓRIO;RS;BRASIL;SSOS;09/07/2012;12:00:00;0
46098;46098;46098;INCIDENTE;BELO HORIZONTE;MG;BRASIL;****;10/07/2012;20:25:00;0
46159;46159;46159;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;11/07/2012;19:50:00;0
46305;46305;46305;ACIDENTE;SÃO PAULO;SP;BRASIL;****;11/07/2012;13:17:00;2
46152;46152;46152;ACIDENTE;ANGRA DOS REIS;RJ;BRASIL;****;12/07/2012;20:15:00;1
46154;46154;46154;INCIDENTE GRAVE;UBERABA;MG;BRASIL;SBUR;12/07/2012;19:32:00;0
46160;46160;46160;INCIDENTE;CARAUARI;AM;BRASIL;****;13/07/2012;11:40:00;0
46189;46189;46189;INCIDENTE;SÃO PAULO;SP;BRASIL;****;13/07/2012;18:50:00;0
46153;46153;46153;ACIDENTE;UAUÁ;BA;BRASIL;****;14/07/2012;14:40:00;0
46190;46190;46190;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;15/07/2012;18:37:00;0
46179;46179;46179;ACIDENTE;SANTA FÉ DO SUL;SP;BRASIL;SILT;16/07/2012;12:00:00;0
46191;46191;46191;INCIDENTE;MACAÉ;RJ;BRASIL;SBME;16/07/2012;11:42:00;0
46653;46653;46653;INCIDENTE;CAMPINAS;SP;BRASIL;****;17/07/2012;23:14:00;0
46671;46671;46671;INCIDENTE;BOA VISTA;RR;BRASIL;SBBV;17/07/2012;12:20:00;0
46192;46192;46192;INCIDENTE;DOURADOS;MS;BRASIL;SSDO;20/07/2012;10:02:00;0
46187;46187;46187;INCIDENTE GRAVE;BARRO DURO;PI;BRASIL;****;21/07/2012;11:35:00;4
46170;46170;46170;ACIDENTE;BEBEDOURO;SP;BRASIL;SDBB;22/07/2012;16:00:00;2
46214;46214;46214;INCIDENTE;MACAÉ;RJ;BRASIL;****;22/07/2012;19:21:00;0
46181;46181;46181;INCIDENTE GRAVE;JUNDIAÍ;SP;BRASIL;SBJD;23/07/2012;19:00:00;0
46193;46193;46193;INCIDENTE;UIRAMUTÃ;RR;BRASIL;****;23/07/2012;13:20:00;0
46171;46171;46171;ACIDENTE;MARICÁ;RJ;BRASIL;****;24/07/2012;19:15:00;0
46172;46172;46172;ACIDENTE;RIO DE JANEIRO;RJ;BRASIL;****;24/07/2012;19:10:00;1
46194;46194;46194;INCIDENTE;MACAÉ;RJ;BRASIL;****;24/07/2012;13:40:00;0
46210;46210;46210;INCIDENTE;MACAÉ;RJ;BRASIL;****;25/07/2012;16:20:00;0
46211;46211;46211;INCIDENTE;PARAUAPEBAS;PA;BRASIL;SBCJ;26/07/2012;17:20:00;0
46212;46212;46212;INCIDENTE;CURITIBA;PR;BRASIL;SBCT;26/07/2012;23:10:00;0
46339;46339;46339;ACIDENTE;CARAGUATATUBA;SP;BRASIL;****;26/07/2012;12:00:00;0
46173;46173;46173;ACIDENTE;IPIGUÁ;SP;BRASIL;****;28/07/2012;16:30:00;0
46198;46198;46198;INCIDENTE;PIRACICABA;SP;BRASIL;SDPW;28/07/2012;16:00:00;0
46202;46202;46202;ACIDENTE;JUIZ DE FORA;MG;BRASIL;****;28/07/2012;10:45:00;1
52060;52060;52060;INCIDENTE;NAVIRAÍ;MS;BRASIL;SSNB;28/07/2012;19:00:00;0
46188;46188;46188;INCIDENTE GRAVE;JUNDIAÍ;SP;BRASIL;SBJD;29/07/2012;14:46:00;0
46195;46195;46195;INCIDENTE;SÃO PAULO;SP;BRASIL;****;29/07/2012;15:05:00;0
46215;46215;46215;INCIDENTE;MACAÉ;RJ;BRASIL;****;30/07/2012;16:15:00;0
46213;46213;46213;INCIDENTE;CURITIBA;PR;BRASIL;****;31/07/2012;12:21:00;0
46201;46201;46201;ACIDENTE;ALTO ALEGRE;RR;BRASIL;****;01/08/2012;16:20:00;1
46217;46217;46217;INCIDENTE;BRASÍLIA;DF;BRASIL;****;01/08/2012;10:33:00;0
46218;46218;46218;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;01/08/2012;12:49:00;0
46200;46200;46200;ACIDENTE;GOIÂNIA;GO;BRASIL;SBNV;02/08/2012;12:40:00;0
46216;46216;46216;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;03/08/2012;20:00:00;0
46209;46209;46209;INCIDENTE GRAVE;ALTAMIRA;PA;BRASIL;****;04/08/2012;10:10:00;2
46522;46522;46522;INCIDENTE;SOROCABA;SP;BRASIL;SDCO;04/08/2012;23:00:00;0
46199;46199;46199;ACIDENTE;TEFÉ;AM;BRASIL;****;05/08/2012;15:00:00;3
46219;46219;46219;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;06/08/2012;22:02:00;4
46682;46682;46682;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;06/08/2012;12:15:00;0
46261;46261;46261;ACIDENTE;PORTO SEGURO;BA;BRASIL;SBPS;08/08/2012;18:50:00;1
46280;46280;46280;INCIDENTE GRAVE;SÃO SEPÉ;RS;BRASIL;****;08/08/2012;20:00:00;0
46299;46299;46299;INCIDENTE;TATUÍ;SP;BRASIL;SDTF;08/08/2012;15:00:00;0
46300;46300;46300;INCIDENTE;MOSSORÓ;RN;BRASIL;SBMS;08/08/2012;14:30:00;2
46681;46681;46681;INCIDENTE;BELÉM;PA;BRASIL;SBBE;08/08/2012;22:59:00;0
52061;52061;52061;INCIDENTE;MANAUS;AM;BRASIL;SBEG;08/08/2012;10:32:00;0
52062;52062;52062;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;09/08/2012;19:12:00;0
46281;46281;46281;INCIDENTE GRAVE;MANAUS;AM;BRASIL;SWFN;10/08/2012;12:20:00;1
46282;46282;46282;INCIDENTE GRAVE;COARI;AM;BRASIL;SWKO;12/08/2012;12:20:00;0
46298;46298;46298;INCIDENTE;CASCAVEL;PR;BRASIL;SBCA;12/08/2012;18:00:00;0
46347;46347;46347;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;12/08/2012;15:15:00;0
46260;46260;46260;ACIDENTE;TARUMIRIM;MG;BRASIL;****;14/08/2012;19:50:00;1
46297;46297;46297;INCIDENTE;CONFINS;MG;BRASIL;****;14/08/2012;18:22:00;0
46279;46279;46279;INCIDENTE GRAVE;ITÁPOLIS;SP;BRASIL;SDIO;15/08/2012;20:40:00;0
46672;46672;46672;INCIDENTE;COARI;AM;BRASIL;SBUY;15/08/2012;20:33:00;0
52063;52063;52063;INCIDENTE;CABO FRIO;RJ;BRASIL;SBCB;15/08/2012;15:00:00;0
46253;46253;46253;ACIDENTE;ATIBAIA;SP;BRASIL;SDTB;16/08/2012;14:45:00;0
46259;46259;46259;ACIDENTE;CAMPINAS;SP;BRASIL;SDAM;17/08/2012;15:10:00;0
46263;46263;46263;INCIDENTE GRAVE;RIO DE JANEIRO;RJ;BRASIL;SBJR;17/08/2012;15:15:00;3
46336;46336;46336;ACIDENTE;ATIBAIA;SP;BRASIL;****;17/08/2012;18:10:00;0
46345;46345;46345;INCIDENTE;CAMPINAS;SP;BRASIL;SDAM;17/08/2012;15:05:00;0
46255;46255;46255;ACIDENTE;SANTA BÁRBARA D'OESTE;SP;BRASIL;****;18/08/2012;12:40:00;2
52064;52064;52064;INCIDENTE;RIO BRANCO;AC;BRASIL;SBRB;18/08/2012;22:00:00;0
46258;46258;46258;ACIDENTE;ITAQUAQUECETUBA;SP;BRASIL;****;19/08/2012;18:05:00;0
46301;46301;46301;INCIDENTE;TERESINA;PI;BRASIL;SBTE;19/08/2012;09:40:00;0
46346;46346;46346;INCIDENTE;SÃO PAULO;SP;BRASIL;****;19/08/2012;18:30:00;0
46256;46256;46256;ACIDENTE;BELO HORIZONTE;MG;BRASIL;SBPR;20/08/2012;17:50:00;3
46264;46264;46264;INCIDENTE GRAVE;COROMANDEL;MG;BRASIL;****;20/08/2012;17:40:00;0
46302;46302;46302;INCIDENTE;CASCAVEL;PR;BRASIL;SBCA;20/08/2012;16:55:00;0
46344;46344;46344;INCIDENTE;BODOQUENA;MS;BRASIL;****;20/08/2012;05:50:00;0
46257;46257;46257;ACIDENTE;JURUÁ;AM;BRASIL;****;21/08/2012;18:50:00;0
46348;46348;46348;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;21/08/2012;00:30:00;0
46435;46435;46435;ACIDENTE;PALMEIRA;PR;BRASIL;****;21/08/2012;20:15:00;3
46688;46688;46688;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;21/08/2012;23:00:00;0
46846;46846;46846;ACIDENTE;RIO DE JANEIRO;RJ;BRASIL;****;21/08/2012;22:35:00;0
46436;46436;46436;ACIDENTE;ARAGUAÍNA;TO;BRASIL;****;22/08/2012;13:00:00;0
46444;46444;46444;ACIDENTE;PAUINI;AM;BRASIL;SWUI;22/08/2012;18:51:00;3
46349;46349;46349;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;23/08/2012;00:00:00;0
46296;46296;46296;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;25/08/2012;21:10:00;0
46437;46437;46437;ACIDENTE;ÁGUA CLARA;MS;BRASIL;****;25/08/2012;11:30:00;2
46350;46350;46350;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;28/08/2012;18:30:00;0
46451;46451;46451;INCIDENTE GRAVE;CAMPINAS;SP;BRASIL;SDAM;30/08/2012;19:25:00;1
46310;46310;46310;ACIDENTE;ANGRA DOS REIS;RJ;BRASIL;****;31/08/2012;18:40:00;0
46680;46680;46680;INCIDENTE;SANTARÉM;PA;BRASIL;SBSN;31/08/2012;12:10:00;0
46686;46686;46686;INCIDENTE;CAMPINA GRANDE;PB;BRASIL;SNKB;01/09/2012;12:10:00;0
46312;46312;46312;INCIDENTE;CONFINS;MG;BRASIL;SBCF;02/09/2012;10:55:00;0
46342;46342;46342;INCIDENTE;UBATUBA;SP;BRASIL;****;03/09/2012;16:40:00;0
52065;52065;52065;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;03/09/2012;16:30:00;0
46311;46311;46311;INCIDENTE GRAVE;PORTO ALEGRE;RS;BRASIL;SSBN;05/09/2012;11:50:00;0
46520;46520;46520;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;06/09/2012;16:27:00;0
46684;46684;46684;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;06/09/2012;19:45:00;0
46308;46308;46308;ACIDENTE;MIRANDA;MS;BRASIL;****;07/09/2012;19:10:00;0
46418;46418;46418;ACIDENTE;GUIRATINGA;MT;BRASIL;****;07/09/2012;13:30:00;0
52066;52066;52066;INCIDENTE;PRESIDENTE PRUDENTE;SP;BRASIL;SBDN;08/09/2012;15:50:00;0
46306;46306;46306;INCIDENTE GRAVE;JUNDIAÍ;SP;BRASIL;SBJD;09/09/2012;12:00:00;0
46309;46309;46309;ACIDENTE;MACAPÁ;AP;BRASIL;****;09/09/2012;21:12:00;0
50831;50831;50831;ACIDENTE;ACREÚNA;GO;BRASIL;****;09/09/2012;20:00:00;1
46337;46337;46337;ACIDENTE;ALTO PARAÍSO DE GOIÁS;GO;BRASIL;SDXF;12/09/2012;12:00:00;0
46338;46338;46338;ACIDENTE;BALSAS;MA;BRASIL;****;12/09/2012;20:50:00;0
46307;46307;46307;ACIDENTE;GUARULHOS;SP;BRASIL;SBGR;13/09/2012;01:30:00;0
46685;46685;46685;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;14/09/2012;20:07:00;0
52067;52067;52067;INCIDENTE;BOA VISTA;RR;BRASIL;SBBV;14/09/2012;15:15:00;0
46358;46358;46358;INCIDENTE;FORTALEZA;CE;BRASIL;SBFZ;15/09/2012;22:44:00;0
46371;46371;46371;INCIDENTE;ITUPEVA;SP;BRASIL;****;15/09/2012;17:30:00;0
46340;46340;46340;INCIDENTE GRAVE;UBERLÂNDIA;MG;BRASIL;SBUL;16/09/2012;17:40:00;0
52068;52068;52068;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;16/09/2012;22:03:00;0
46691;46691;46691;INCIDENTE;RIO GRANDE;RS;BRASIL;****;17/09/2012;11:00:00;0
46341;46341;46341;INCIDENTE;BACABAL;MA;BRASIL;****;18/09/2012;10:24:00;0
46359;46359;46359;INCIDENTE;VITÓRIA;ES;BRASIL;SBVT;18/09/2012;17:00:00;0
46362;46362;46362;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;18/09/2012;20:00:00;0
46519;46519;46519;INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;18/09/2012;18:32:00;0
46354;46354;46354;ACIDENTE;ITAMARAJU;BA;BRASIL;****;19/09/2012;23:00:00;0
46652;46652;46652;INCIDENTE;VÁRZEA GRANDE;MT;BRASIL;SBCY;19/09/2012;23:50:00;0
46689;46689;46689;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;20/09/2012;18:25:00;0
46373;46373;46373;INCIDENTE GRAVE;PARAUAPEBAS;PA;BRASIL;****;21/09/2012;11:55:00;1
46655;46655;46655;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;21/09/2012;20:58:00;0
46356;46356;46356;ACIDENTE;TAPIRAMUTÁ;BA;BRASIL;****;22/09/2012;15:50:00;3
46377;46377;46377;INCIDENTE;RIO BRANCO;AC;BRASIL;SBRB;22/09/2012;13:25:00;0
46378;46378;46378;INCIDENTE GRAVE;BARREIRAS;BA;BRASIL;SNDH;22/09/2012;16:40:00;0
46379;46379;46379;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;22/09/2012;09:15:00;0
46523;46523;46523;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;22/09/2012;14:14:00;0
46411;46411;46411;ACIDENTE;BELÉM;PA;BRASIL;SBBE;23/09/2012;18:35:00;1
46452;46452;46452;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;23/09/2012;21:26:00;0
46477;46477;46477;INCIDENTE;CRUZEIRO DO SUL;AC;BRASIL;****;23/09/2012;19:40:00;0
46521;46521;46521;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;23/09/2012;13:30:00;0
46368;46368;46368;ACIDENTE;SÃO PAULO;SP;BRASIL;****;24/09/2012;11:00:00;0
46412;46412;46412;ACIDENTE;ILHÉUS;BA;BRASIL;SBIL;24/09/2012;01:55:00;0
46413;46413;46413;ACIDENTE;UBERLÂNDIA;MG;BRASIL;SJPT;24/09/2012;17:00:00;0
46417;46417;46417;ACIDENTE;LONDRINA;PR;BRASIL;SSOK;24/09/2012;17:10:00;0
46419;46419;46419;ACIDENTE;CANTÁ;RR;BRASIL;****;24/09/2012;08:00:00;0
46450;46450;46450;INCIDENTE GRAVE;NOVO ARIPUANÃ;AM;BRASIL;****;24/09/2012;13:30:00;0
46414;46414;46414;ACIDENTE;UBATUBA;SP;BRASIL;****;25/09/2012;15:00:00;0
46415;46415;46415;ACIDENTE;FOZ DO IGUAÇU;PR;BRASIL;SSHS;25/09/2012;14:35:00;2
46453;46453;46453;INCIDENTE;NAVEGANTES;SC;BRASIL;SBNF;25/09/2012;13:00:00;0
46478;46478;46478;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;25/09/2012;21:55:00;0
46454;46454;46454;INCIDENTE;BOA VISTA;RR;BRASIL;SBBV;26/09/2012;10:00:00;0
46455;46455;46455;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;****;26/09/2012;13:37:00;0
46456;46456;46456;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;27/09/2012;22:30:00;0
46416;46416;46416;ACIDENTE;SÃO BORJA;RS;BRASIL;SSSB;28/09/2012;21:38:00;0
46446;46446;46446;INCIDENTE GRAVE;CASCAVEL;PR;BRASIL;SBCA;28/09/2012;17:30:00;1
46495;46495;46495;INCIDENTE;CURITIBA;PR;BRASIL;****;28/09/2012;15:00:00;0
46515;46515;46515;INCIDENTE;RECIFE;PE;BRASIL;SBRF;28/09/2012;23:15:00;0
46516;46516;46516;INCIDENTE;BRASÍLIA;DF;BRASIL;****;29/09/2012;20:50:00;0
46517;46517;46517;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;30/09/2012;23:00:00;0
46473;46473;46473;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;BRASIL;SBCP;01/10/2012;22:19:00;0
46438;46438;46438;INCIDENTE GRAVE;ARTUR NOGUEIRA;SP;BRASIL;****;02/10/2012;11:10:00;0
